word	raw_rating	conc_aligned
原罪	3.774	2.226
跃升	3.429	2.571
云雾	2.032	3.968
造就	3.548	2.452
哲理	3.800	2.200
忠孝	3.067	2.933
重返	3.138	2.862
注定	3.733	2.267
装束	2.333	3.667
宗旨	3.258	2.742
白发	1.520	4.480
白蚁	1.440	4.560
本来	3.833	2.167
宾客	2.000	4.000
殡仪	2.680	3.320
拨款	2.520	3.480
伯乐	2.960	3.040
布鞋	1.360	4.640
步履	2.920	3.080
残存	3.960	2.040
成效	3.600	2.400
城镇	1.880	4.120
出使	3.500	2.500
出世	2.625	3.375
辞令	3.609	2.391
歹徒	1.920	4.080
道路	1.880	4.120
淀粉	1.280	4.720
顶撞	3.080	2.920
冬眠	2.600	3.400
耳膜	1.360	4.640
发妻	1.840	4.160
法则	3.520	2.480
反省	3.960	2.040
分析	4.000	2.000
风云	3.042	2.958
根据	4.043	1.957
梗塞	3.480	2.520
更加	4.125	1.875
工匠	1.917	4.083
孤独	3.800	2.200
光棍	2.208	3.792
广阔	3.542	2.458
捍卫	3.800	2.200
黑道	3.167	2.833
喉舌	2.040	3.960
弧形	2.360	3.640
活跃	3.750	2.250
货舱	1.400	4.600
加价	3.042	2.958
加剧	4.125	1.875
嫁妆	2.080	3.920
芥末	1.400	4.600
进军	3.591	2.409
居民	2.200	3.800
菊花	1.200	4.800
决心	3.680	2.320
乐观	3.760	2.240
零乱	3.208	2.792
令堂	1.960	4.040
流水	2.240	3.760
鲁莽	3.920	2.080
旅途	3.280	2.720
忙碌	3.480	2.520
梅毒	2.200	3.800
媒人	1.720	4.280
名士	2.875	3.125
模糊	3.880	2.120
嫩芽	2.000	4.000
年迈	2.760	3.240
佩服	3.720	2.280
霹雳	3.250	2.750
漂亮	2.880	3.120
侨民	2.280	3.720
巧手	3.360	2.640
亲密	3.208	2.792
情歌	2.200	3.800
让步	3.917	2.083
任用	3.304	2.696
伤感	3.640	2.360
赏脸	3.920	2.080
稍后	4.087	1.913
石化	3.136	2.864
使唤	3.348	2.652
式样	3.409	2.591
室友	1.840	4.160
书写	2.292	3.708
赎金	2.040	3.960
熟睡	2.417	3.583
提灯	2.250	3.750
田径	2.280	3.720
跳舞	1.840	4.160
通话	2.320	3.680
头昏	2.417	3.583
投手	2.800	3.200
碗筷	1.240	4.760
威信	3.640	2.360
无缝	3.318	2.682
无礼	3.360	2.640
无恙	3.520	2.480
无知	3.583	2.417
喜欢	3.320	2.680
系数	3.208	2.792
纤弱	3.400	2.600
闲聊	2.792	3.208
萧瑟	3.840	2.160
谢意	3.348	2.652
修改	3.125	2.875
血液	1.440	4.560
氧化	3.250	2.750
遗迹	2.400	3.600
阴天	1.800	4.200
应验	4.125	1.875
优先	3.208	2.792
游离	4.182	1.818
有意	3.760	2.240
与会	3.650	2.350
玉石	1.840	4.160
约会	2.880	3.120
越南	1.320	4.680
造型	2.800	3.200
账户	2.120	3.880
拯救	3.520	2.480
职业	2.320	3.680
重伤	2.417	3.583
周薪	2.250	3.750
蛛网	1.680	4.320
主将	2.160	3.840
转车	3.040	2.960
资讯	2.680	3.320
滋养	3.520	2.480
自豪	3.750	2.250
总部	2.120	3.880
钻戒	1.200	4.800
白吃	3.375	2.625
帮凶	2.480	3.520
保留	3.440	2.560
闭塞	3.625	2.375
冰箱	1.240	4.760
布告	2.542	3.458
参战	2.880	3.120
苍穹	3.320	2.680
场地	2.200	3.800
畜生	3.000	3.000
打开	2.682	3.318
大同	3.391	2.609
待续	3.750	2.250
电影	1.640	4.360
定居	2.720	3.280
发球	2.455	3.545
帆船	1.360	4.640
肥皂	1.240	4.760
复印	2.083	3.917
甘泉	2.167	3.833
割裂	3.333	2.667
革新	3.958	2.042
格局	3.920	2.080
格调	4.160	1.840
更新	3.520	2.480
工场	2.083	3.917
公堂	2.360	3.640
公主	1.640	4.360
古诗	1.840	4.160
国王	1.560	4.440
和局	3.957	2.043
后事	3.640	2.360
滑梯	1.640	4.360
欢笑	3.160	2.840
货车	1.240	4.760
激励	3.960	2.040
急切	4.000	2.000
疾走	2.720	3.280
家电	1.960	4.040
家业	3.250	2.750
简介	2.840	3.160
建材	2.000	4.000
焦距	3.130	2.870
街道	1.680	4.320
截断	3.042	2.958
旧时	4.087	1.913
沮丧	3.720	2.280
举报	3.040	2.960
据点	2.680	3.320
捐赠	2.720	3.280
刻薄	3.760	2.240
枯萎	3.000	3.000
喇嘛	1.750	4.250
蜡像	1.600	4.400
拦截	3.304	2.696
篱笆	1.458	4.542
利己	4.125	1.875
涟漪	3.667	2.333
量化	3.800	2.200
磷光	2.905	3.095
六月	1.800	4.200
轮船	1.360	4.640
盲目	3.958	2.042
美德	3.800	2.200
敏捷	3.520	2.480
名誉	3.583	2.417
抹黑	4.042	1.958
默契	4.125	1.875
母乳	1.680	4.320
难关	3.480	2.520
难民	2.000	4.000
牌坊	1.920	4.080
屁股	1.240	4.760
其次	4.000	2.000
钱包	1.240	4.760
欠缺	4.160	1.840
巧妇	2.880	3.120
巧妙	3.833	2.167
怯懦	3.920	2.080
钦差	2.280	3.720
清凉	3.240	2.760
秋波	4.000	2.000
深闺	3.480	2.520
石头	1.240	4.760
实践	3.583	2.417
水壶	1.280	4.720
死心	3.957	2.043
摊贩	2.240	3.760
谈判	3.333	2.667
探访	3.333	2.667
糖果	1.440	4.560
特工	1.960	4.040
提名	3.160	2.840
提醒	3.458	2.542
通告	2.560	3.440
推敲	4.040	1.960
袜子	1.200	4.800
蚊帐	1.240	4.760
问世	3.917	2.083
息怒	4.000	2.000
稀少	3.600	2.400
显眼	3.667	2.333
陷阱	2.640	3.360
向前	2.840	3.160
校订	3.250	2.750
协定	3.080	2.920
星空	1.920	4.080
嘘声	2.792	3.208
熏鱼	1.720	4.280
训练	2.880	3.120
已往	4.143	1.857
隐形	3.318	2.682
语法	3.250	2.750
炸伤	2.480	3.520
整天	2.957	3.043
之前	3.500	2.500
肢解	2.800	3.200
纸币	1.280	4.720
重地	2.960	3.040
重温	3.750	2.250
咒骂	3.280	2.720
主修	3.440	2.560
子弹	1.200	4.800
岸边	1.826	4.174
摆脱	3.174	2.826
半生	3.700	2.300
本年	2.095	3.905
变异	3.435	2.565
波长	2.913	3.087
补救	3.000	3.000
禅师	2.174	3.826
缠绵	3.348	2.652
蝉联	2.652	3.348
潮流	3.522	2.478
翅膀	1.500	4.500
仇视	3.304	2.696
出力	2.913	3.087
纯洁	3.609	2.391
戳穿	2.870	3.130
赐福	3.318	2.682
促进	3.304	2.696
达到	3.391	2.609
打包	2.000	4.000
打消	3.130	2.870
打造	2.739	3.261
当权	2.957	3.043
导读	2.591	3.409
得知	2.739	3.261
底线	3.478	2.522
地带	2.739	3.261
电光	2.682	3.318
电毯	1.696	4.304
定罪	3.043	2.957
冬泳	1.391	4.609
斗争	3.391	2.609
豆芽	1.391	4.609
鳄鱼	1.087	4.913
发报	2.762	3.238
方舟	2.952	3.048
放任	3.565	2.435
分红	2.348	3.652
服务	3.565	2.435
腐朽	3.565	2.435
副业	2.652	3.348
橄榄	1.565	4.435
高手	3.045	2.955
羔羊	1.682	4.318
工价	2.913	3.087
行李	1.636	4.364
黑云	2.714	3.286
红茶	1.435	4.565
洪流	2.783	3.217
后悔	3.522	2.478
灰尘	1.913	4.087
火坑	2.864	3.136
祭坛	2.227	3.773
坚持	3.870	2.130
见闻	3.304	2.696
结交	2.913	3.087
结识	3.000	3.000
结扎	1.957	4.043
进行	3.565	2.435
近来	3.364	2.636
竞选	2.565	3.435
拒绝	2.174	3.826
剧变	3.696	2.304
绝技	3.000	3.000
快感	3.591	2.409
快攻	3.368	2.632
累赘	3.391	2.609
棱角	2.609	3.391
礼仪	2.913	3.087
路人	2.261	3.739
貌似	3.826	2.174
萌芽	3.217	2.783
谜语	2.348	3.652
民房	1.696	4.304
民女	2.348	3.652
鸟笼	1.727	4.273
排挤	3.609	2.391
派系	3.522	2.478
频道	2.818	3.182
屏幕	1.913	4.087
扑面	3.409	2.591
期待	3.696	2.304
侵犯	3.217	2.783
顷刻	3.435	2.565
屈膝	2.500	3.500
认命	3.652	2.348
容许	3.391	2.609
弱点	2.870	3.130
善忘	3.304	2.696
涉嫌	3.565	2.435
生动	3.826	2.174
使女	2.737	3.263
首次	2.136	3.864
搜查	2.783	3.217
随时	3.435	2.565
吞咽	1.909	4.091
外伤	2.043	3.957
万恶	3.909	2.091
侮辱	3.435	2.565
虾酱	1.609	4.391
现在	2.348	3.652
消防	2.000	4.000
心寒	4.000	2.000
削弱	3.304	2.696
咽喉	1.522	4.478
眼球	1.348	4.652
养子	1.727	4.273
义肢	1.864	4.136
忆起	3.773	2.227
抑止	3.727	2.273
粘液	2.136	3.864
张力	3.696	2.304
昭雪	3.227	2.773
哲学	3.870	2.130
真理	3.870	2.130
旨意	3.565	2.435
质感	3.522	2.478
中肯	3.435	2.565
重新	3.182	2.818
重要	3.261	2.739
主力	3.000	3.000
砖墙	1.739	4.261
壮大	3.217	2.783
嘴唇	1.304	4.696
安分	3.261	2.739
暗淡	3.364	2.636
疤痕	1.913	4.087
班机	1.727	4.273
半路	3.364	2.636
暴躁	3.455	2.545
标准	3.318	2.682
表示	3.435	2.565
别针	1.455	4.545
捕食	2.304	3.696
残疾	2.087	3.913
超级	3.957	2.043
撤兵	2.522	3.478
创口	2.045	3.955
创世	4.158	1.842
锤子	1.348	4.652
粗鄙	3.636	2.364
粗略	3.522	2.478
翠绿	2.217	3.783
担心	3.522	2.478
蛋卷	1.435	4.565
当时	3.261	2.739
德行	3.696	2.304
登记	2.182	3.818
电视	1.217	4.783
短期	3.304	2.696
峨眉	2.300	3.700
乏力	3.391	2.609
阀门	1.609	4.391
反常	3.565	2.435
肺腑	3.091	2.909
费心	3.609	2.391
丰盈	3.429	2.571
俯卧	2.522	3.478
复诊	1.957	4.043
割舍	3.333	2.667
工蜂	1.619	4.381
顾客	1.609	4.391
瓜分	3.087	2.913
光洁	3.409	2.591
国债	1.696	4.304
寒风	2.478	3.522
行劫	3.500	2.500
合约	2.130	3.870
猴子	1.174	4.826
胡同	1.565	4.435
护送	2.739	3.261
化解	3.478	2.522
化妆	2.043	3.957
霍乱	2.591	3.409
鸡汤	2.048	3.952
基石	2.909	3.091
监视	2.652	3.348
建树	3.550	2.450
界限	3.364	2.636
酒壶	1.435	4.565
开办	3.087	2.913
课程	2.000	4.000
枯干	2.773	3.227
哭闹	2.174	3.826
亏欠	3.348	2.652
例会	1.957	4.043
亮点	3.261	2.739
轮胎	1.304	4.696
卖国	3.000	3.000
密谋	3.261	2.739
名将	2.273	3.727
懦夫	2.864	3.136
排除	3.435	2.565
披肩	1.909	4.091
疲乏	3.391	2.609
偏食	2.905	3.095
漂白	2.913	3.087
拼命	3.381	2.619
朴实	3.348	2.652
曝光	3.174	2.826
奇特	3.913	2.087
气味	2.870	3.130
牵扯	3.478	2.522
去世	1.913	4.087
全员	2.043	3.957
忍心	3.652	2.348
任职	2.571	3.429
荣誉	3.273	2.727
锐意	3.952	2.048
散文	2.565	3.435
扫黄	2.304	3.696
擅长	3.478	2.522
射箭	1.522	4.478
身份	2.696	3.304
盛大	3.696	2.304
仕女	1.952	4.048
手术	1.783	4.217
硕果	3.043	2.957
素色	3.000	3.000
胎记	1.565	4.435
套餐	2.619	3.381
团队	2.043	3.957
脱身	3.261	2.739
陀螺	1.727	4.273
危难	3.478	2.522
畏惧	3.652	2.348
温室	2.478	3.522
卧病	2.304	3.696
小巷	1.696	4.304
小学	1.478	4.522
幸免	3.522	2.478
性能	3.545	2.455
淫荡	3.652	2.348
影评	2.652	3.348
油漆	1.435	4.565
鱿鱼	1.522	4.478
愚昧	3.652	2.348
育儿	2.870	3.130
月初	2.478	3.522
赞美	3.522	2.478
账单	1.783	4.217
争吵	2.826	3.174
支行	2.200	3.800
致谢	2.870	3.130
竹林	1.478	4.522
主使	3.273	2.727
作乱	3.348	2.652
盎司	2.630	3.370
白干	3.346	2.654
白兔	1.407	4.593
白云	1.385	4.615
柏油	2.037	3.963
班长	2.000	4.000
本乡	2.926	3.074
蓖麻	1.889	4.111
便宜	3.296	2.704
标点	2.370	3.630
别扭	3.519	2.481
裁员	2.593	3.407
曾经	3.000	3.000
查访	2.889	3.111
朝圣	3.148	2.852
车程	2.667	3.333
陈皮	1.704	4.296
成立	3.185	2.815
承诺	3.481	2.519
处境	3.667	2.333
粗野	3.154	2.846
大夫	2.308	3.692
大脑	1.593	4.407
耽误	3.296	2.704
当兵	2.222	3.778
党派	2.630	3.370
等待	3.296	2.704
蝶泳	2.074	3.926
跺脚	1.963	4.037
法力	4.200	1.800
烦忧	3.593	2.407
肤浅	3.680	2.320
伏击	2.963	3.037
幅度	3.407	2.593
鸽子	1.370	4.630
公告	2.259	3.741
攻击	3.185	2.815
观战	3.000	3.000
罐头	1.667	4.333
果园	1.556	4.444
蛤蟆	1.333	4.667
汉堡	1.481	4.519
黑钱	3.400	2.600
厚礼	3.231	2.769
花盆	1.481	4.519
会聚	3.480	2.520
混账	3.519	2.481
计时	2.815	3.185
架空	3.692	2.308
饯别	3.038	2.962
结巴	2.111	3.889
浸染	3.259	2.741
橘子	1.444	4.556
开张	3.111	2.889
可怕	3.692	2.308
口臭	2.000	4.000
口吻	3.423	2.577
拉扯	2.741	3.259
勒索	2.885	3.115
冷箭	3.407	2.593
凌乱	3.593	2.407
陵墓	1.741	4.259
领养	2.593	3.407
龙虾	1.222	4.778
脉象	3.615	2.385
木鱼	1.926	4.074
那些	4.304	1.696
爬虫	2.296	3.704
盘旋	3.037	2.963
配方	3.000	3.000
皮肤	1.462	4.538
飘渺	4.231	1.769
骑兵	1.889	4.111
虔诚	4.074	1.926
请求	3.259	2.741
去除	2.880	3.120
全力	3.370	2.630
缺点	3.259	2.741
上班	2.423	3.577
圣像	2.815	3.185
圣旨	2.308	3.692
湿疹	1.963	4.037
使馆	2.000	4.000
市长	1.519	4.481
适当	3.808	2.192
死守	3.407	2.593
苏醒	2.926	3.074
素颜	2.346	3.654
随军	2.920	3.080
统率	3.600	2.400
偷生	3.875	2.125
头饰	2.185	3.815
完美	3.600	2.400
晚上	1.963	4.037
无理	3.481	2.519
妩媚	3.556	2.444
武术	2.111	3.889
吸力	3.320	2.680
习作	3.130	2.870
遐想	4.308	1.692
弦乐	2.769	3.231
萧条	3.963	2.037
小声	2.923	3.077
协会	2.407	3.593
辛劳	3.240	2.760
形势	3.741	2.259
序言	2.148	3.852
学界	3.222	2.778
压缩	2.962	3.038
掩护	3.185	2.815
央求	3.077	2.923
扬言	3.185	2.815
洋酒	1.852	4.148
药房	1.667	4.333
迎接	2.769	3.231
友人	2.037	3.963
愚弄	3.704	2.296
运营	3.440	2.560
赞叹	2.808	3.192
长假	2.481	3.519
中风	2.407	3.593
重赏	3.037	2.963
猪肉	1.222	4.778
准时	2.815	3.185
拜托	3.444	2.556
包车	2.185	3.815
孢子	2.222	3.778
备战	3.185	2.815
财产	2.615	3.385
测量	2.962	3.038
仇人	2.741	3.259
传染	3.074	2.926
丛书	2.538	3.462
弹弓	1.481	4.519
当地	2.593	3.407
等价	3.320	2.680
电台	1.778	4.222
店铺	1.852	4.148
貂皮	1.407	4.593
碉堡	1.741	4.259
动工	3.200	2.800
发生	3.962	2.038
发声	2.926	3.074
仿佛	4.560	1.440
费神	4.037	1.963
府上	2.333	3.667
负责	3.852	2.148
复苏	3.259	2.741
肝火	3.667	2.333
高傲	3.926	2.074
高考	1.846	4.154
根源	3.720	2.280
官方	2.630	3.370
轨迹	2.963	3.037
韩文	1.704	4.296
和平	3.333	2.667
欢呼	2.889	3.111
寰宇	3.217	2.783
换取	3.240	2.760
积极	3.846	2.154
技艺	3.111	2.889
坚硬	3.077	2.923
俭朴	3.519	2.481
将士	2.222	3.778
讲座	2.222	3.778
降落	2.615	3.385
借助	3.615	2.385
金发	2.037	3.963
进士	2.000	4.000
科幻	4.000	2.000
裤子	1.370	4.630
拉锯	2.960	3.040
拦阻	3.481	2.519
良心	4.111	1.889
鳞片	2.074	3.926
乱动	3.083	2.917
美食	2.519	3.481
模范	3.038	2.962
能够	3.680	2.320
怕事	3.741	2.259
培养	3.600	2.400
贫血	2.444	3.556
泼妇	2.630	3.370
普遍	3.560	2.440
起锚	2.577	3.423
签收	2.074	3.926
浅显	4.000	2.000
倾诉	3.111	2.889
清洁	2.667	3.333
秋收	2.296	3.704
求婚	2.000	4.000
饶恕	3.741	2.259
杀害	2.500	3.500
沙哑	2.556	3.444
上报	2.704	3.296
涉案	2.852	3.148
升学	2.333	3.667
圣餐	3.364	2.636
胜券	3.500	2.500
失败	3.444	2.556
师徒	2.000	4.000
石碑	1.407	4.593
示威	3.259	2.741
售卖	2.741	3.259
水泵	1.407	4.593
塑造	4.037	1.963
随意	4.077	1.923
瘫痪	2.615	3.385
炭笔	1.926	4.074
探病	2.704	3.296
桃树	1.333	4.667
题目	2.346	3.654
体统	4.000	2.000
天明	2.846	3.154
跳远	1.704	4.296
退学	2.074	3.926
褪色	2.741	3.259
歪曲	3.654	2.346
外币	2.111	3.889
网友	2.423	3.577
武断	3.778	2.222
武林	3.407	2.593
物业	2.259	3.741
小城	2.704	3.296
校服	1.538	4.462
姓名	1.731	4.269
胸怀	4.000	2.000
血管	1.852	4.148
讯息	3.037	2.963
验血	2.154	3.846
英文	1.593	4.407
幼苗	2.074	3.926
余地	3.769	2.231
援助	3.185	2.815
札记	2.600	3.400
正确	3.440	2.560
重建	3.000	3.000
轴心	2.600	3.400
昼间	2.560	3.440
主菜	2.417	3.583
专线	2.926	3.074
壮丁	2.222	3.778
拙劣	3.962	2.038
桌子	1.296	4.704
资料	2.519	3.481
自嘲	3.630	2.370
尊敬	3.667	2.333
爱心	2.913	3.087
安睡	2.826	3.174
报道	2.217	3.783
鄙视	3.174	2.826
币值	2.565	3.435
才干	3.348	2.652
仓库	1.435	4.565
草案	2.500	3.500
查核	3.043	2.957
刹那	3.318	2.682
搀杂	3.455	2.545
成熟	2.957	3.043
程式	3.150	2.850
出兵	2.174	3.826
出处	2.739	3.261
处分	2.087	3.913
春天	1.783	4.217
打劫	2.045	3.955
带兵	2.435	3.565
丹田	3.435	2.565
倒戈	3.174	2.826
道德	3.565	2.435
独有	2.783	3.217
对比	2.955	3.045
赋税	2.696	3.304
赋予	3.455	2.545
甘草	1.818	4.182
肛门	1.435	4.565
高度	2.217	3.783
公愤	3.478	2.522
共同	2.682	3.318
姑爷	1.435	4.565
海绵	1.696	4.304
行家	3.043	2.957
花钱	2.091	3.909
环节	2.957	3.043
集结	2.826	3.174
家属	1.739	4.261
简陋	2.870	3.130
交叉	3.304	2.696
杰出	3.087	2.913
结论	2.609	3.391
解雇	2.087	3.913
近况	2.913	3.087
景仰	3.727	2.273
竞逐	3.609	2.391
聚变	3.750	2.250
苦恼	3.000	3.000
苦役	2.818	3.182
磊落	3.455	2.545
里面	2.826	3.174
连环	3.174	2.826
怜恤	3.455	2.545
联系	2.870	3.130
两旁	2.682	3.318
裂痕	2.522	3.478
留神	3.318	2.682
轮班	2.409	3.591
民兵	1.739	4.261
摸索	3.304	2.696
抹杀	3.435	2.565
牧师	1.909	4.091
耐力	3.217	2.783
泥沙	2.043	3.957
怒骂	2.522	3.478
疟疾	2.348	3.652
葡萄	1.565	4.435
凄美	4.048	1.952
奇异	3.571	2.429
枪战	1.773	4.227
蔷薇	2.000	4.000
情形	3.783	2.217
裙子	1.682	4.318
肉身	2.045	3.955
善于	3.565	2.435
伸长	2.818	3.182
升空	2.500	3.500
胜任	3.000	3.000
时间	3.182	2.818
双方	1.955	4.045
死人	1.435	4.565
死亡	2.227	3.773
太子	1.739	4.261
堂兄	1.783	4.217
藤蔓	1.955	4.045
天梯	2.957	3.043
跳伞	1.522	4.478
退避	2.826	3.174
文学	3.095	2.905
稳固	2.826	3.174
巫术	3.429	2.571
诬告	2.957	3.043
午后	1.957	4.043
物流	2.130	3.870
西药	2.304	3.696
洗衣	1.826	4.174
下颚	1.391	4.609
箱子	1.609	4.391
校园	1.826	4.174
形成	3.909	2.091
宿主	3.364	2.636
喧哗	2.783	3.217
旋风	2.727	3.273
选拔	2.652	3.348
烟花	2.000	4.000
言谈	2.773	3.227
吆喝	2.957	3.043
业绩	2.565	3.435
蚁穴	2.043	3.957
殷勤	3.609	2.391
英雄	2.304	3.696
羽绒	1.818	4.182
狱卒	2.143	3.857
原价	2.478	3.522
窄小	2.609	3.391
沼气	2.348	3.652
阵痛	3.087	2.913
直线	1.913	4.087
止痛	2.304	3.696
治疗	2.522	3.478
周末	1.773	4.227
自传	2.000	4.000
恣意	3.818	2.182
宗教	2.800	3.200
按钮	1.609	4.391
芭蕾	2.043	3.957
白费	3.304	2.696
傍晚	2.522	3.478
笔直	2.174	3.826
必须	3.043	2.957
闭幕	2.261	3.739
标语	2.043	3.957
别名	2.478	3.522
敞开	3.130	2.870
超模	2.364	3.636
持有	2.913	3.087
赤裸	2.696	3.304
宠儿	3.043	2.957
出让	3.048	2.952
穿过	3.043	2.957
春节	1.739	4.261
蛋黄	1.652	4.348
癫狂	3.773	2.227
点心	2.174	3.826
赌场	2.000	4.000
缎带	2.522	3.478
丰满	3.409	2.591
风暴	2.909	3.091
该死	3.450	2.550
钙化	2.870	3.130
歌声	2.217	3.783
灌木	1.783	4.217
寒微	4.136	1.864
豪爽	3.522	2.478
号码	1.913	4.087
合照	2.087	3.913
火海	3.261	2.739
季度	2.435	3.565
家族	2.087	3.913
坚定	3.348	2.652
鉴赏	3.261	2.739
角度	3.522	2.478
介怀	3.750	2.250
进口	2.783	3.217
经书	2.333	3.667
鲸鱼	1.545	4.455
静候	3.130	2.870
救命	2.565	3.435
凯旋	2.826	3.174
可耻	3.455	2.545
狂欢	3.130	2.870
离题	3.524	2.476
理想	4.435	1.565
连队	2.478	3.522
淋巴	2.143	3.857
零度	2.273	3.727
落难	3.318	2.682
买入	2.304	3.696
慢性	3.609	2.391
毛虫	1.957	4.043
煤矿	1.304	4.696
美丽	3.609	2.391
末梢	3.304	2.696
年薪	1.909	4.091
酿制	2.652	3.348
暖炉	1.957	4.043
欧盟	1.826	4.174
欧洲	1.739	4.261
磐石	2.818	3.182
盼望	3.783	2.217
批判	3.435	2.565
偏僻	2.818	3.182
拼音	2.130	3.870
千禧	3.136	2.864
铅笔	1.609	4.391
强迫	3.478	2.522
倾吐	3.500	2.500
球员	1.739	4.261
取缔	3.087	2.913
肉丸	2.045	3.955
桑树	1.783	4.217
骚动	3.565	2.435
深夜	2.522	3.478
审判	2.696	3.304
生锈	2.217	3.783
盛况	3.130	2.870
世仇	3.273	2.727
视窗	2.957	3.043
数字	1.696	4.304
双数	2.227	3.773
素质	3.826	2.174
虽然	4.143	1.857
同化	3.783	2.217
头发	1.609	4.391
投奔	3.478	2.522
透支	3.136	2.864
秃鹰	1.739	4.261
图谋	3.609	2.391
晚饭	1.826	4.174
惟独	3.364	2.636
维持	3.304	2.696
我军	2.130	3.870
乌龟	1.522	4.478
无罪	2.909	3.091
消毒	2.522	3.478
小巧	3.348	2.652
校规	2.174	3.826
心思	4.043	1.957
心态	3.696	2.304
宣称	2.955	3.045
摇晃	3.045	2.955
疑心	3.652	2.348
淫威	3.739	2.261
拥挤	2.696	3.304
油灯	1.652	4.348
有劳	3.696	2.304
韵母	2.522	3.478
造福	3.478	2.522
造价	2.696	3.304
长辈	1.870	4.130
中毒	2.087	3.913
中断	2.913	3.087
中暑	2.087	3.913
肘弯	2.478	3.522
注重	3.391	2.609
祖宗	1.957	4.043
嘴巴	1.435	4.565
挨着	2.385	3.615
庇佑	3.615	2.385
陛下	2.077	3.923
冰镇	2.000	4.000
博弈	3.000	3.000
不朽	4.000	2.000
猜忌	3.160	2.840
彩绘	1.808	4.192
残忍	3.000	3.000
仓鼠	1.346	4.654
产品	2.720	3.280
抄写	2.192	3.808
朝夕	2.960	3.040
车辆	1.269	4.731
充气	2.360	3.640
储君	2.417	3.583
次货	2.720	3.280
聪明	3.038	2.962
地铁	1.077	4.923
凋零	3.231	2.769
夺目	3.462	2.538
发烧	1.846	4.154
繁衍	2.654	3.346
犯罪	2.385	3.615
方块	1.962	4.038
方丈	2.000	4.000
飞碟	2.115	3.885
分批	3.400	2.600
奉陪	3.577	2.423
刚才	2.962	3.038
功劳	2.520	3.480
功用	3.192	2.808
孤寂	3.500	2.500
辜负	3.480	2.520
跪下	1.769	4.231
海鲜	1.692	4.308
涵盖	3.625	2.375
汉子	2.040	3.960
胡言	3.391	2.609
户籍	1.692	4.308
哗然	3.760	2.240
机师	2.269	3.731
基本	3.480	2.520
记号	2.538	3.462
兼具	3.240	2.760
剪接	3.077	2.923
舰长	1.440	4.560
接力	2.960	3.040
剧团	1.923	4.077
据说	4.000	2.000
可乐	1.346	4.654
克制	3.192	2.808
领土	1.808	4.192
龙眼	1.609	4.391
龙舟	1.385	4.615
埋伏	3.269	2.731
美术	2.600	3.400
糜烂	3.423	2.577
魔鬼	3.423	2.577
墨汁	1.462	4.538
排斥	3.577	2.423
盘点	2.826	3.174
偏激	3.480	2.520
枪毙	1.654	4.346
巧遇	2.846	3.154
榕树	1.462	4.538
孺子	3.042	2.958
嗓子	1.962	4.038
色狼	1.962	4.038
涉及	3.600	2.400
深奥	4.038	1.962
圣经	2.000	4.000
狮子	1.192	4.808
实物	2.808	3.192
手动	2.600	3.400
守门	2.077	3.923
输血	1.846	4.154
水晶	1.692	4.308
松绑	2.500	3.500
损失	3.115	2.885
特点	3.769	2.231
挑战	3.192	2.808
跳级	2.920	3.080
挺胸	1.692	4.308
通常	3.167	2.833
头版	2.458	3.542
头条	2.115	3.885
危言	3.360	2.640
微小	3.269	2.731
纬度	2.538	3.462
舞蹈	1.923	4.077
细菌	2.038	3.962
匣子	1.600	4.400
下等	3.480	2.520
先生	1.923	4.077
乡愁	3.962	2.038
香味	2.692	3.308
效劳	3.500	2.500
邪恶	3.654	2.346
卸货	1.885	4.115
蟹黄	1.462	4.538
熊猫	1.115	4.885
旋转	2.577	3.423
牙科	1.654	4.346
言论	3.269	2.731
岩石	1.346	4.654
要命	3.542	2.458
吟诗	2.654	3.346
黝黑	2.154	3.846
予以	4.083	1.917
玉女	3.038	2.962
原则	3.385	2.615
月刊	1.846	4.154
越战	2.636	3.364
争夺	3.077	2.923
之后	3.731	2.269
知会	3.458	2.542
主犯	1.885	4.115
助理	1.692	4.308
著书	2.440	3.560
子嗣	2.000	4.000
纵向	3.038	2.962
租户	1.692	4.308
阻挠	3.192	2.808
拜见	2.885	3.115
避免	3.083	2.917
变脸	2.720	3.280
财主	2.115	3.885
草鞋	1.385	4.615
查询	2.885	3.115
唱歌	1.731	4.269
打算	3.462	2.538
大树	1.692	4.308
担保	3.423	2.577
刀伤	1.769	4.231
底薪	2.231	3.769
法律	3.192	2.808
翻身	2.542	3.458
奉命	3.400	2.600
告假	2.520	3.480
隔间	3.038	2.962
隔音	2.846	3.154
公义	3.542	2.458
构图	3.040	2.960
孤立	3.192	2.808
古寺	1.600	4.400
拐杖	1.400	4.600
广大	3.654	2.346
含意	4.038	1.962
毫无	3.478	2.522
好人	2.760	3.240
烘托	3.615	2.385
胡扯	3.400	2.600
虎口	2.522	3.478
茴香	1.577	4.423
极限	3.480	2.520
加码	3.280	2.720
架构	3.385	2.615
建议	3.269	2.731
僵持	3.615	2.385
交织	3.680	2.320
觉悟	3.538	2.462
结盟	3.231	2.769
解毒	2.731	3.269
借出	2.840	3.160
酒鬼	1.885	4.115
就寝	2.269	3.731
卷曲	2.923	3.077
军火	1.846	4.154
开动	2.962	3.038
可惜	3.400	2.600
溃疡	2.480	3.520
蜡笔	1.269	4.731
来客	2.308	3.692
立志	3.654	2.346
例如	3.560	2.440
莲藕	1.423	4.577
凉快	2.692	3.308
两极	3.200	2.800
